id,image_id,unique_image_jpg,x_min,y_min,w,h,label,label_id,author,bbname,unique_image_path
846,103,FLIR1_20230318_232201_281_10960.jpg,90,522,4,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
847,103,FLIR1_20230318_232201_281_10960.jpg,92,564,3,7,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
848,103,FLIR1_20230318_232201_281_10960.jpg,92,663,6,8,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
849,103,FLIR1_20230318_232201_281_10960.jpg,93,555,4,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
850,103,FLIR1_20230318_232201_281_10960.jpg,93,642,5,7,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
851,103,FLIR1_20230318_232201_281_10960.jpg,93,534,3,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
852,103,FLIR1_20230318_232201_281_10960.jpg,93,702,7,8,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
853,103,FLIR1_20230318_232201_281_10960.jpg,94,593,5,4,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
854,103,FLIR1_20230318_232201_281_10960.jpg,95,582,4,4,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
855,103,FLIR1_20230318_232201_281_10960.jpg,95,511,4,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
856,103,FLIR1_20230318_232201_281_10960.jpg,97,610,5,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
857,103,FLIR1_20230318_232201_281_10960.jpg,97,652,6,7,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
858,103,FLIR1_20230318_232201_281_10960.jpg,98,682,6,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
859,103,FLIR1_20230318_232201_281_10960.jpg,98,622,7,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
860,103,FLIR1_20230318_232201_281_10960.jpg,99,519,5,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
861,103,FLIR1_20230318_232201_281_10960.jpg,99,718,8,7,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
862,103,FLIR1_20230318_232201_281_10960.jpg,99,600,4,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
863,103,FLIR1_20230318_232201_281_10960.jpg,101,674,5,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
864,103,FLIR1_20230318_232201_281_10960.jpg,101,565,6,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
865,103,FLIR1_20230318_232201_281_10960.jpg,101,531,5,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
866,103,FLIR1_20230318_232201_281_10960.jpg,102,634,4,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
867,103,FLIR1_20230318_232201_281_10960.jpg,104,553,4,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
868,103,FLIR1_20230318_232201_281_10960.jpg,104,541,5,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
869,103,FLIR1_20230318_232201_281_10960.jpg,105,692,6,8,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
870,103,FLIR1_20230318_232201_281_10960.jpg,106,609,5,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
871,103,FLIR1_20230318_232201_281_10960.jpg,106,708,9,7,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
872,103,FLIR1_20230318_232201_281_10960.jpg,108,587,4,7,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
873,103,FLIR1_20230318_232201_281_10960.jpg,108,616,5,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
874,103,FLIR1_20230318_232201_281_10960.jpg,108,518,5,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
875,103,FLIR1_20230318_232201_281_10960.jpg,109,638,5,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
876,103,FLIR1_20230318_232201_281_10960.jpg,110,575,5,4,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
877,103,FLIR1_20230318_232201_281_10960.jpg,110,526,4,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
878,103,FLIR1_20230318_232201_281_10960.jpg,110,598,5,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
879,103,FLIR1_20230318_232201_281_10960.jpg,110,676,7,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
880,103,FLIR1_20230318_232201_281_10960.jpg,111,536,4,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
881,103,FLIR1_20230318_232201_281_10960.jpg,112,563,4,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
882,103,FLIR1_20230318_232201_281_10960.jpg,112,718,4,8,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
883,103,FLIR1_20230318_232201_281_10960.jpg,112,658,7,7,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
884,103,FLIR1_20230318_232201_281_10960.jpg,112,627,8,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
885,103,FLIR1_20230318_232201_281_10960.jpg,114,544,6,4,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
886,103,FLIR1_20230318_232201_281_10960.jpg,115,555,5,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
887,103,FLIR1_20230318_232201_281_10960.jpg,115,649,6,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
888,103,FLIR1_20230318_232201_281_10960.jpg,116,638,3,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
889,103,FLIR1_20230318_232201_281_10960.jpg,117,663,8,8,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
890,103,FLIR1_20230318_232201_281_10960.jpg,117,585,4,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
891,103,FLIR1_20230318_232201_281_10960.jpg,117,682,6,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
892,103,FLIR1_20230318_232201_281_10960.jpg,117,512,8,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
893,103,FLIR1_20230318_232201_281_10960.jpg,117,524,4,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
894,103,FLIR1_20230318_232201_281_10960.jpg,118,701,6,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
895,103,FLIR1_20230318_232201_281_10960.jpg,119,596,3,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
896,103,FLIR1_20230318_232201_281_10960.jpg,119,691,5,9,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
897,103,FLIR1_20230318_232201_281_10960.jpg,120,718,4,8,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
898,103,FLIR1_20230318_232201_281_10960.jpg,120,533,5,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
899,103,FLIR1_20230318_232201_281_10960.jpg,121,578,5,4,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
900,103,FLIR1_20230318_232201_281_10960.jpg,122,567,4,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
901,103,FLIR1_20230318_232201_281_10960.jpg,122,608,6,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
902,103,FLIR1_20230318_232201_281_10960.jpg,123,590,4,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
903,103,FLIR1_20230318_232201_281_10960.jpg,123,674,5,8,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
904,103,FLIR1_20230318_232201_281_10960.jpg,125,707,6,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
905,103,FLIR1_20230318_232201_281_10960.jpg,126,621,3,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
906,103,FLIR1_20230318_232201_281_10960.jpg,127,644,4,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
907,103,FLIR1_20230318_232201_281_10960.jpg,128,541,3,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
908,103,FLIR1_20230318_232201_281_10960.jpg,128,559,4,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
909,103,FLIR1_20230318_232201_281_10960.jpg,128,572,8,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
910,103,FLIR1_20230318_232201_281_10960.jpg,129,686,5,8,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
911,103,FLIR1_20230318_232201_281_10960.jpg,130,519,4,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
912,103,FLIR1_20230318_232201_281_10960.jpg,130,696,5,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
913,103,FLIR1_20230318_232201_281_10960.jpg,130,718,5,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
914,103,FLIR1_20230318_232201_281_10960.jpg,130,666,7,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
915,103,FLIR1_20230318_232201_281_10960.jpg,131,586,4,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
916,103,FLIR1_20230318_232201_281_10960.jpg,132,676,5,7,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
917,103,FLIR1_20230318_232201_281_10960.jpg,133,531,4,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
918,103,FLIR1_20230318_232201_281_10960.jpg,133,594,5,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
919,103,FLIR1_20230318_232201_281_10960.jpg,133,505,9,8,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
920,103,FLIR1_20230318_232201_281_10960.jpg,134,653,4,7,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
921,103,FLIR1_20230318_232201_281_10960.jpg,135,612,4,4,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
922,103,FLIR1_20230318_232201_281_10960.jpg,135,637,4,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
923,103,FLIR1_20230318_232201_281_10960.jpg,135,660,7,4,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
924,103,FLIR1_20230318_232201_281_10960.jpg,136,547,4,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
925,103,FLIR1_20230318_232201_281_10960.jpg,136,707,6,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
926,103,FLIR1_20230318_232201_281_10960.jpg,138,693,7,7,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
927,103,FLIR1_20230318_232201_281_10960.jpg,138,569,8,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
928,103,FLIR1_20230318_232201_281_10960.jpg,139,671,7,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
929,103,FLIR1_20230318_232201_281_10960.jpg,140,684,4,9,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
930,103,FLIR1_20230318_232201_281_10960.jpg,140,517,5,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
931,103,FLIR1_20230318_232201_281_10960.jpg,141,536,3,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
932,103,FLIR1_20230318_232201_281_10960.jpg,141,605,7,4,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
933,103,FLIR1_20230318_232201_281_10960.jpg,142,547,3,7,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
934,103,FLIR1_20230318_232201_281_10960.jpg,142,593,5,4,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
935,103,FLIR1_20230318_232201_281_10960.jpg,142,561,5,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
936,103,FLIR1_20230318_232201_281_10960.jpg,142,624,5,8,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
937,103,FLIR1_20230318_232201_281_10960.jpg,143,640,4,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
938,103,FLIR1_20230318_232201_281_10960.jpg,143,580,5,4,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
939,103,FLIR1_20230318_232201_281_10960.jpg,146,649,4,7,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
940,103,FLIR1_20230318_232201_281_10960.jpg,148,614,5,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
941,103,FLIR1_20230318_232201_281_10960.jpg,149,677,4,8,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
942,103,FLIR1_20230318_232201_281_10960.jpg,149,658,5,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
943,103,FLIR1_20230318_232201_281_10960.jpg,150,598,5,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
944,103,FLIR1_20230318_232201_281_10960.jpg,150,531,7,4,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
945,103,FLIR1_20230318_232201_281_10960.jpg,150,667,8,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
946,103,FLIR1_20230318_232201_281_10960.jpg,152,569,2,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
947,103,FLIR1_20230318_232201_281_10960.jpg,152,639,3,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
948,103,FLIR1_20230318_232201_281_10960.jpg,152,607,5,4,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
949,103,FLIR1_20230318_232201_281_10960.jpg,152,627,6,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
950,103,FLIR1_20230318_232201_281_10960.jpg,154,589,3,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
951,103,FLIR1_20230318_232201_281_10960.jpg,154,555,5,4,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
952,103,FLIR1_20230318_232201_281_10960.jpg,155,620,4,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
953,103,FLIR1_20230318_232201_281_10960.jpg,155,651,4,7,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
954,103,FLIR1_20230318_232201_281_10960.jpg,156,538,3,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
955,103,FLIR1_20230318_232201_281_10960.jpg,156,577,4,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
956,103,FLIR1_20230318_232201_281_10960.jpg,157,564,4,7,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
957,103,FLIR1_20230318_232201_281_10960.jpg,158,598,3,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
958,103,FLIR1_20230318_232201_281_10960.jpg,159,531,4,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
959,103,FLIR1_20230318_232201_281_10960.jpg,160,588,4,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
960,103,FLIR1_20230318_232201_281_10960.jpg,160,12,5,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
961,103,FLIR1_20230318_232201_281_10960.jpg,169,15,6,7,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
962,103,FLIR1_20230318_232201_281_10960.jpg,172,24,6,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
963,103,FLIR1_20230318_232201_281_10960.jpg,177,14,8,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
964,103,FLIR1_20230318_232201_281_10960.jpg,182,31,5,8,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
965,103,FLIR1_20230318_232201_281_10960.jpg,184,22,6,6,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
966,103,FLIR1_20230318_232201_281_10960.jpg,187,29,6,5,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
967,103,FLIR1_20230318_232201_281_10960.jpg,188,9,5,2,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
968,103,FLIR1_20230318_232201_281_10960.jpg,192,14,5,7,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
969,103,FLIR1_20230318_232201_281_10960.jpg,195,26,6,8,sandhill_crane],1,bp,FLIR1_20230318_232201_281_10960_tile_L.jpg,C:/path_here/FLIR1_20230318_232201_281_10960.jpg
970,104,FLIR1_20230318_232336_545_11122.jpg,227,669,6,6,sandhill_crane],1,bp,FLIR1_20230318_232336_545_11122_tile_R.jpg,C:/path_here/FLIR1_20230318_232336_545_11122.jpg
971,104,FLIR1_20230318_232336_545_11122.jpg,229,650,7,6,sandhill_crane],1,bp,FLIR1_20230318_232336_545_11122_tile_R.jpg,C:/path_here/FLIR1_20230318_232336_545_11122.jpg
972,104,FLIR1_20230318_232336_545_11122.jpg,232,693,6,7,sandhill_crane],1,bp,FLIR1_20230318_232336_545_11122_tile_R.jpg,C:/path_here/FLIR1_20230318_232336_545_11122.jpg
973,104,FLIR1_20230318_232336_545_11122.jpg,234,659,8,7,sandhill_crane],1,bp,FLIR1_20230318_232336_545_11122_tile_R.jpg,C:/path_here/FLIR1_20230318_232336_545_11122.jpg
974,104,FLIR1_20230318_232336_545_11122.jpg,235,634,9,6,sandhill_crane],1,bp,FLIR1_20230318_232336_545_11122_tile_R.jpg,C:/path_here/FLIR1_20230318_232336_545_11122.jpg
975,104,FLIR1_20230318_232336_545_11122.jpg,236,668,6,5,sandhill_crane],1,bp,FLIR1_20230318_232336_545_11122_tile_R.jpg,C:/path_here/FLIR1_20230318_232336_545_11122.jpg
976,104,FLIR1_20230318_232336_545_11122.jpg,237,645,7,6,sandhill_crane],1,bp,FLIR1_20230318_232336_545_11122_tile_R.jpg,C:/path_here/FLIR1_20230318_232336_545_11122.jpg
977,104,FLIR1_20230318_232336_545_11122.jpg,239,679,6,5,sandhill_crane],1,bp,FLIR1_20230318_232336_545_11122_tile_R.jpg,C:/path_here/FLIR1_20230318_232336_545_11122.jpg
978,104,FLIR1_20230318_232336_545_11122.jpg,241,685,5,8,sandhill_crane],1,bp,FLIR1_20230318_232336_545_11122_tile_R.jpg,C:/path_here/FLIR1_20230318_232336_545_11122.jpg
979,104,FLIR1_20230318_232336_545_11122.jpg,243,620,6,9,sandhill_crane],1,bp,FLIR1_20230318_232336_545_11122_tile_R.jpg,C:/path_here/FLIR1_20230318_232336_545_11122.jpg
980,104,FLIR1_20230318_232336_545_11122.jpg,246,672,5,6,sandhill_crane],1,bp,FLIR1_20230318_232336_545_11122_tile_R.jpg,C:/path_here/FLIR1_20230318_232336_545_11122.jpg
